INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING
154	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	50613006	1	-1	7476	100	#G	50601001	1	-1	7476	100	#G	50601002	1	-1	7476	100	#G	50602005	1	-1	7476	100	#G	50602006	1	-1	7476	100	#G	50602007	1	-1	7476	100	#G	50602008	1	-1	7476	100	#G	50603001	1	-1	7476	100	#G	50604002	1	-1	7476	100	#G	50611001	1	-1	7476	100	#G	50611002	1	-1	7476	100	#G	50612005	1	-1	7476	100	#G	50612006	1	-1	7476	100	#G	50612007	1	-1	7476	100	#G	50612008	1	-1	7476	100	#G	50613001	1	-1	7476	100	#G	50613002	1	-1	7476	100	#G	50613003	1	-1	7476	100	#G	50613004	1	-1	7476	100	#G	50613005	1	-1	7476	100	#G	50614001	1	-1	7476	100	#G	50621001	1	-1	22461	100	#G	50621002	1	-1	22461	100	#G	50621003	1	-1	22461	100	#G	50621004	1	-1	22461	100	#G	50602001	1	-1	7476	100	#G	50602002	1	-1	7476	100	#G	50602003	1	-1	7476	100	#G	50602004	1	-1	7476	100	#G	50612001	1	-1	7476	100	#G	50612002	1	-1	7476	100	#G	50612003	1	-1	7476	100	#G	50612004	1	-1	7476	100	#G	50621106	1	-1	50422	100	#G	50621206	1	-1	50422	100	#G	50621306	1	-1	50422	100	#G	50621406	1	-1	50422	100	#G																																																																														
155	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30503134	1	-1	100	100	#G																																																																																																																																																																																																																																																																																																						
#打造图																																																																																																																																																																																																																																																																																																																																				
156	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308001	1	-1	1	100		20308011	1	-1	1	100		20308002	1	-1	1	100		20308012	1	-1	1	100		20308003	1	-1	1	100		20308013	1	-1	1	100		20308004	1	-1	2	100		20308014	1	-1	2	100		20308005	1	-1	2	100		20308015	1	-1	2	100		20308006	1	-1	2	100		20308016	1	-1	2	100		20308007	1	-1	3	100		20308017	1	-1	3	100		20308008	1	-1	3	100		20308018	1	-1	3	100		20308009	1	-1	3	100		20308019	1	-1	3	100		20308010	1	-1	4	100		20308020	1	-1	4	100	#G																																																																																																																																																																																				
157	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308021	1	-1	1	100		20308031	1	-1	1	100		20308217	1	-1	1	100	#G	20308022	1	-1	1	100	#G	20308032	1	-1	1	100	#G	20308218	1	-1	1	100	#G	20308023	1	-1	1	100	#G	20308033	1	-1	1	100	#G	20308219	1	-1	1	100	#G	20308024	1	-1	2	100	#G	20308034	1	-1	2	100	#G	20308220	1	-1	2	100	#G	20308025	1	-1	2	100	#G	20308035	1	-1	2	100	#G	20308221	1	-1	2	100	#G	20308026	1	-1	2	100	#G	20308036	1	-1	2	100	#G	20308222	1	-1	2	100	#G	20308027	1	-1	3	100	#G	20308037	1	-1	3	100	#G	20308223	1	-1	3	100	#G	20308028	1	-1	3	100	#G	20308038	1	-1	3	100	#G	20308224	1	-1	3	100	#G	20308029	1	-1	3	100	#G	20308039	1	-1	3	100	#G	20308225	1	-1	3	100	#G	20308030	1	-1	4	100	#G	20308040	1	-1	4	100	#G	20308226	1	-1	4	100	#G																																																																																																																								
158	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308041	1	-1	1	100		20308051	1	-1	1	100		20308193	1	-1	1	100	#G	20308205	1	-1	1	100	#G	20308042	1	-1	1	100	#G	20308052	1	-1	1	100	#G	20308194	1	-1	1	100	#G	20308206	1	-1	1	100	#G	20308043	1	-1	1	100	#G	20308053	1	-1	1	100	#G	20308195	1	-1	1	100	#G	20308207	1	-1	1	100	#G	20308044	1	-1	2	100	#G	20308054	1	-1	2	100	#G	20308196	1	-1	2	100	#G	20308208	1	-1	2	100	#G	20308045	1	-1	2	100	#G	20308055	1	-1	2	100	#G	20308197	1	-1	2	100	#G	20308209	1	-1	2	100	#G	20308046	1	-1	2	100	#G	20308056	1	-1	2	100	#G	20308198	1	-1	2	100	#G	20308210	1	-1	2	100	#G	20308047	1	-1	3	100	#G	20308057	1	-1	3	100	#G	20308199	1	-1	3	100	#G	20308211	1	-1	3	100	#G	20308048	1	-1	3	100	#G	20308058	1	-1	3	100	#G	20308200	1	-1	3	100	#G	20308212	1	-1	3	100	#G	20308049	1	-1	3	100	#G	20308059	1	-1	3	100	#G	20308201	1	-1	3	100	#G	20308213	1	-1	3	100	#G	20308050	1	-1	4	100	#G	20308060	1	-1	4	100	#G	20308202	1	-1	4	100	#G	20308214	1	-1	4	100	#G																																																												
159	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308061	1	-1	1	100		20308071	1	-1	1	100		20308062	1	-1	1	100		20308072	1	-1	1	100		20308063	1	-1	1	100		20308073	1	-1	1	100		20308064	1	-1	2	100		20308074	1	-1	2	100		20308065	1	-1	2	100		20308075	1	-1	2	100		20308066	1	-1	2	100		20308076	1	-1	2	100		20308067	1	-1	3	100		20308077	1	-1	3	100		20308068	1	-1	3	100		20308078	1	-1	3	100		20308069	1	-1	3	100		20308079	1	-1	3	100		20308070	1	-1	4	100		20308080	1	-1	4	100	#G																																																																																																																																																																																				
160	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308081	1	-1	1	100		20308091	1	-1	1	100		20308082	1	-1	1	100		20308092	1	-1	1	100		20308083	1	-1	1	100		20308093	1	-1	1	100		20308084	1	-1	2	100		20308094	1	-1	2	100		20308085	1	-1	2	100		20308095	1	-1	2	100		20308086	1	-1	2	100		20308096	1	-1	2	100		20308087	1	-1	3	100		20308097	1	-1	3	100		20308088	1	-1	3	100		20308098	1	-1	3	100		20308089	1	-1	3	100		20308099	1	-1	3	100		20308090	1	-1	4	100		20308100	1	-1	4	100	#G																																																																																																																																																																																				
161	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308131	1	-1	1	100		20308141	1	-1	1	100		20308132	1	-1	1	100		20308142	1	-1	1	100		20308133	1	-1	1	100		20308143	1	-1	1	100		20308134	1	-1	2	100		20308144	1	-1	2	100		20308135	1	-1	2	100		20308145	1	-1	2	100		20308136	1	-1	2	100		20308146	1	-1	2	100		20308137	1	-1	3	100		20308147	1	-1	3	100		20308138	1	-1	3	100		20308148	1	-1	3	100		20308139	1	-1	3	100		20308149	1	-1	3	100		20308140	1	-1	4	100		20308150	1	-1	4	100	#G																																																																																																																																																																																				
162	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308151	1	-1	1	100		20308101	1	-1	1	100		20308152	1	-1	1	100		20308102	1	-1	1	100		20308153	1	-1	1	100		20308103	1	-1	1	100		20308154	1	-1	2	100		20308104	1	-1	2	100		20308155	1	-1	2	100		20308105	1	-1	2	100		20308156	1	-1	2	100		20308106	1	-1	2	100		20308157	1	-1	3	100		20308107	1	-1	3	100		20308158	1	-1	3	100		20308108	1	-1	3	100		20308159	1	-1	3	100		20308109	1	-1	3	100		20308160	1	-1	4	100		20308110	1	-1	4	100	#G																																																																																																																																																																																				
163	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308111	1	-1	1	100		20308121	1	-1	1	100		20308112	1	-1	1	100		20308122	1	-1	1	100		20308113	1	-1	1	100		20308123	1	-1	1	100		20308114	1	-1	2	100		20308124	1	-1	2	100		20308115	1	-1	2	100		20308125	1	-1	2	100		20308116	1	-1	2	100		20308126	1	-1	2	100		20308117	1	-1	3	100		20308127	1	-1	3	100		20308118	1	-1	3	100		20308128	1	-1	3	100		20308119	1	-1	3	100		20308129	1	-1	3	100		20308120	1	-1	4	100		20308130	1	-1	4	100	#G																																																																																																																																																																																				
#武功164																																																																																																																																																																																																																																																																																																																																				
164	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30308101	1	-1	527	100	 	30308102	1	-1	527	100	 	30308103	1	-1	527	100	 	30308104	1	-1	527	100	 	30308105	1	-1	527	100	 	30308106	1	-1	527	100	 	30308107	1	-1	527	100	 	30308108	1	-1	527	100	 	30308109	1	-1	527	100	 	30308110	1	-1	527	100	 	30308111	1	-1	527	100	 	30308138	1	-1	527	100	 	30308143	1	-1	527	100	 	30308112	1	-1	527	100	 	30308113	1	-1	527	100	 	30308114	1	-1	527	100	 	30308115	1	-1	527	100	 	30308116	1	-1	527	100	 	30308117	1	-1	527	100	 	30308118	1	-1	527	100	 	30308120	1	-1	527	100	 	30308119	1	-1	527	100	 	30308121	1	-1	527	100	 	30308122	1	-1	527	100	 	30308139	1	-1	527	100	 	30308141	1	-1	527	100	 	30308123	1	-1	527	100	 	30308124	1	-1	527	100	 	30308125	1	-1	527	100	 	30308126	1	-1	527	100	 	30308127	1	-1	527	100	 	30308128	1	-1	527	100	 	30308129	1	-1	527	100	 	30308130	1	-1	527	100	 	30308131	1	-1	527	100	 	30308132	1	-1	527	100	 	30308133	1	-1	527	100	 	30308140	1	-1	527	100	 	30308142	1	-1	527	100	 																																																																		
#变身																																																																																																																																																																																																																																																																																																																																				
165	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	30503140	1	-1	40	100	#G	10143310	1	-1	867	100	#G	10143300	1	-1	867	100	#G	10143290	1	-1	867	100	#G	10143280	1	-1	867	100	#G	10143270	1	-1	867	100	#G	10143260	1	-1	867	100	#G	10143250	1	-1	867	100	#G	10143240	1	-1	867	100	#G	10143230	1	-1	867	100	#G	10143220	1	-1	867	100	#G	10143210	1	-1	867	100	#G	10143200	1	-1	867	100	#G	10143190	1	-1	867	100	#G	10143180	1	-1	867	100	#G	10143170	1	-1	867	100	#G	10143160	1	-1	867	100	#G	10143150	1	-1	867	100	#G	10143140	1	-1	867	100	#G	10143130	1	-1	867	100	#G	10143120	1	-1	867	100	#G	10143110	1	-1	867	100	#G	10143100	1	-1	867	100	#G	10143090	1	-1	867	100	#G	10143080	1	-1	867	100	#G	10143070	1	-1	867	100	#G	10143060	1	-1	867	100	#G	10143050	1	-1	867	100	#G	10143040	1	-1	867	100	#G	10143030	1	-1	867	100	#G	10143020	1	-1	867	100	#G	10143010	1	-1	867	100	#G	10143000	1	-1	867	100	#G																																																																																																						
166	40	120	1	9	1	1	1	1	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	30003100	1	10	100	100		30003101	1	10	100	100		30501106	1	-1	100	100																																																																																																																																																																																																																																																																																											
167	40	120	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30307163	1	-1	100	100		30307164	1	-1	100	100		30307165	1	-1	100	100		30307166	1	-1	100	100		30307170	1	-1	100	100		30307167	1	-1	100	100		30307168	1	-1	100	100		30307169	1	-1	100	100		30307171	1	-1	100	100		30307172	1	-1	100	100		30307173	1	-1	100	100		30307174	1	-1	100	100		30307175	1	-1	100	100		30307176	1	-1	100	100																																																																																																																																																																																																																									
168	40	0	1	8	1	1	1	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30304000	1	-1	100	100		30304001	1	-1	100	100		30304002	1	-1	100	100		30304003	1	-1	100	100		30307177	1	-1	100	100		30307178	1	-1	100	100		30307179	1	-1	100	100		30307180	1	-1	100	100		30307181	1	-1	100	100		30307182	1	-1	100	100																																																																																																																																																																																																																																																	
169	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300002	1	-1	16	100		30300012	1	-1	16	100		30300022	1	-1	16	100		30300032	1	-1	16	100		30300042	1	-1	16	100		30300052	1	-1	16	100		30300062	1	-1	16	100	#G	30300082	1	-1	16	100	#G	30300101	1	-1	16	100	#G	30301002	1	-1	16	100	#G	30301012	1	-1	16	100	#G	30301022	1	-1	16	100	#G	30301032	1	-1	16	100	#G	30301042	1	-1	16	100	#G	30301052	1	-1	16	100	#G	30301062	1	-1	16	100	#G	30301072	1	-1	16	100	#G	30301082	1	-1	16	100	#G	30301092	1	-1	16	100	#G	30301102	1	-1	16	100	#G	30301112	1	-1	16	100	#G	30301122	1	-1	16	100	#G	30301132	1	-1	16	100	#G	30301142	1	-1	16	100	#G	30302002	1	-1	16	100	#G	30302012	1	-1	16	100	#G	30302022	1	-1	16	100	#G																																																																																																																																										
170	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300003	1	-1	20	100		30300013	1	-1	20	100		30300023	1	-1	20	100		30300033	1	-1	20	100		30300043	1	-1	20	100		30300053	1	-1	20	100		30300063	1	-1	20	100	#G	30300083	1	-1	20	100	#G	30300102	1	-1	20	100	#G	30301003	1	-1	20	100	#G	30301013	1	-1	20	100	#G	30301023	1	-1	20	100	#G	30301033	1	-1	20	100	#G	30301043	1	-1	20	100	#G	30301053	1	-1	20	100	#G	30301063	1	-1	20	100	#G	30301073	1	-1	20	100	#G	30301083	1	-1	20	100	#G	30301093	1	-1	20	100	#G	30301103	1	-1	20	100	#G	30301113	1	-1	20	100	#G	30301123	1	-1	20	100	#G	30301133	1	-1	20	100	#G	30301143	1	-1	20	100	#G	30302003	1	-1	20	100	#G	30302013	1	-1	20	100	#G	30302023	1	-1	20	100	#G																																																																																																																																										
171	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300004	1	-1	23	100		30300014	1	-1	23	100		30300024	1	-1	23	100		30300034	1	-1	23	100		30300044	1	-1	23	100		30300054	1	-1	23	100		30300064	1	-1	20	100	#G	30300084	1	-1	20	100	#G	30300103	1	-1	20	100	#G	30301004	1	-1	23	100	#G	30301014	1	-1	23	100	#G	30301024	1	-1	23	100	#G	30301034	1	-1	23	100	#G	30301044	1	-1	23	100	#G	30301054	1	-1	23	100	#G	30301064	1	-1	23	100	#G	30301074	1	-1	23	100	#G	30301084	1	-1	23	100	#G	30301094	1	-1	23	100	#G	30301104	1	-1	23	100	#G	30301114	1	-1	23	100	#G	30301124	1	-1	23	100	#G	30301134	1	-1	23	100	#G	30301144	1	-1	23	100	#G	30302004	1	-1	23	100	#G	30302014	1	-1	23	100	#G	30302024	1	-1	23	100	#G																																																																																																																																										
172	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300005	1	-1	26	100		30300015	1	-1	26	100		30300025	1	-1	26	100		30300035	1	-1	26	100		30300045	1	-1	26	100		30300055	1	-1	26	100		30300065	1	-1	26	100	#G	30300085	1	-1	26	100	#G	30300104	1	-1	26	100	#G	30301005	1	-1	26	100	#G	30301015	1	-1	26	100	#G	30301025	1	-1	26	100	#G	30301035	1	-1	26	100	#G	30301045	1	-1	26	100	#G	30301055	1	-1	26	100	#G	30301065	1	-1	26	100	#G	30301075	1	-1	26	100	#G	30301085	1	-1	26	100	#G	30301095	1	-1	26	100	#G	30301105	1	-1	26	100	#G	30301115	1	-1	26	100	#G	30301125	1	-1	26	100	#G	30301135	1	-1	26	100	#G	30301145	1	-1	26	100	#G	30302005	1	-1	26	100	#G	30302015	1	-1	26	100	#G	30302025	1	-1	26	100	#G																																																																																																																																										
173	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300006	1	-1	30	100		30300016	1	-1	30	100		30300026	1	-1	30	100		30300036	1	-1	30	100		30300046	1	-1	30	100		30300056	1	-1	30	100		30300066	1	-1	26	100	#G	30300086	1	-1	26	100	#G	30300105	1	-1	26	100	#G	30301006	1	-1	30	100	#G	30301016	1	-1	30	100	#G	30301026	1	-1	30	100	#G	30301036	1	-1	30	100	#G	30301046	1	-1	30	100	#G	30301056	1	-1	30	100	#G	30301066	1	-1	30	100	#G	30301076	1	-1	30	100	#G	30301086	1	-1	30	100	#G	30301096	1	-1	30	100	#G	30301106	1	-1	30	100	#G	30301116	1	-1	30	100	#G	30301126	1	-1	30	100	#G	30301136	1	-1	30	100	#G	30301146	1	-1	30	100	#G	30302006	1	-1	30	100	#G	30302016	1	-1	30	100	#G	30302026	1	-1	30	100	#G																																																																																																																																										
174	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300007	1	-1	50	100		30300017	1	-1	50	100		30300027	1	-1	50	100		30300037	1	-1	50	100		30300047	1	-1	50	100		30300057	1	-1	50	100		30300067	1	-1	50	100	#G	30300087	1	-1	50	100	#G	30300106	1	-1	50	100	#G	30301007	1	-1	50	100	#G	30301017	1	-1	50	100	#G	30301027	1	-1	50	100	#G	30301037	1	-1	50	100	#G	30301047	1	-1	50	100	#G	30301057	1	-1	50	100	#G	30301067	1	-1	50	100	#G	30301077	1	-1	50	100	#G	30301087	1	-1	50	100	#G	30301097	1	-1	50	100	#G	30301107	1	-1	50	100	#G	30301117	1	-1	50	100	#G	30301127	1	-1	50	100	#G	30301137	1	-1	50	100	#G	30301147	1	-1	50	100	#G	30302007	1	-1	50	100	#G	30302017	1	-1	50	100	#G	30302027	1	-1	50	100	#G																																																																																																																																										
175	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300008	1	-1	55	100		30300018	1	-1	55	100		30300028	1	-1	55	100		30300038	1	-1	55	100		30300048	1	-1	55	100		30300058	1	-1	55	100		30300068	1	-1	55	100	#G	30300088	1	-1	55	100	#G	30300107	1	-1	55	100	#G	30301008	1	-1	55	100	#G	30301018	1	-1	55	100	#G	30301028	1	-1	55	100	#G	30301038	1	-1	55	100	#G	30301048	1	-1	55	100	#G	30301058	1	-1	55	100	#G	30301068	1	-1	55	100	#G	30301078	1	-1	55	100	#G	30301088	1	-1	55	100	#G	30301098	1	-1	55	100	#G	30301108	1	-1	55	100	#G	30301118	1	-1	55	100	#G	30301128	1	-1	55	100	#G	30301138	1	-1	55	100	#G	30301148	1	-1	55	100	#G	30302008	1	-1	55	100	#G	30302018	1	-1	55	100	#G	30302028	1	-1	55	100	#G	30302109	1	-1	55	100	#G	30302110	1	-1	55	100	#G	30302115	1	-1	55	100	#G	30302116	1	-1	55	100	#G																																																																																																																		
176	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300009	1	-1	120	100		30300019	1	-1	120	100		30300029	1	-1	120	100		30300039	1	-1	120	100		30300049	1	-1	120	100		30300059	1	-1	120	100		30300069	1	-1	55	100	#G	30300089	1	-1	55	100	#G	30300108	1	-1	55	100	#G	30301009	1	-1	120	100	#G	30301019	1	-1	120	100	#G	30301029	1	-1	120	100	#G	30301039	1	-1	120	100	#G	30301049	1	-1	120	100	#G	30301059	1	-1	120	100	#G	30301069	1	-1	120	100	#G	30301079	1	-1	120	100	#G	30301089	1	-1	120	100	#G	30301099	1	-1	120	100	#G	30301109	1	-1	120	100	#G	30301119	1	-1	120	100	#G	30301129	1	-1	120	100	#G	30301139	1	-1	120	100	#G	30301149	1	-1	120	100	#G	30302009	1	-1	120	100	#G	30302019	1	-1	120	100	#G	30302029	1	-1	120	100	#G	30302111	1	-1	120	100	#G	30302112	1	-1	120	100	#G	30302117	1	-1	120	100	#G	30302118	1	-1	120	100	#G																																																																																																																		
177	40	0	1	8	1	1	7	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300010	1	-1	130	100		30300020	1	-1	130	100		30300030	1	-1	130	100		30300040	1	-1	130	100		30300050	1	-1	130	100		30300060	1	-1	130	100		30300070	1	-1	130	100	#G	30300090	1	-1	130	100	#G	30300109	1	-1	130	100	#G	30301010	1	-1	130	100	#G	30301020	1	-1	130	100	#G	30301030	1	-1	130	100	#G	30301040	1	-1	130	100	#G	30301050	1	-1	130	100	#G	30301060	1	-1	130	100	#G	30301070	1	-1	130	100	#G	30301080	1	-1	130	100	#G	30301090	1	-1	130	100	#G	30301100	1	-1	130	100	#G	30301110	1	-1	130	100	#G	30301120	1	-1	130	100	#G	30301130	1	-1	130	100	#G	30301140	1	-1	130	100	#G	30301150	1	-1	130	100	#G	30302010	1	-1	130	100	#G	30302020	1	-1	130	100	#G	30302030	1	-1	130	100	#G	30302113	1	-1	130	100	#G	30302114	1	-1	130	100	#G	30302119	1	-1	130	100	#G	30302120	1	-1	130	100	#G																																																																																																																		
#发型178																																																																																																																																																																																																																																																																																																																																				
178	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		10141216	1	1	367	100	#G	10141196	1	1	367	100	#G	10141152	1	1	367	100	#G	10141086	1	1	367	100	#G	10141079	1	1	367	100	#G	10141078	1	1	367	100	#G	10141077	1	1	367	100	#G	10141076	1	1	367	100	#G	10141075	1	1	367	100	#G	10141074	1	1	367	100	#G	10141073	1	1	367	100	#G	10141072	1	1	367	100	#G	10141071	1	1	367	100	#G	10141059	1	1	492	100	#G	10141058	1	1	492	100	#G	10141057	1	1	492	100	#G	10141056	1	1	492	100	#G	10141055	1	1	492	100	#G	10141054	1	1	492	100	#G	10141053	1	1	492	100	#G	10141052	1	1	492	100	#G	10141049	1	1	492	100	#G	10141048	1	1	492	100	#G	10141047	1	1	492	100	#G	10141046	1	1	492	100	#G	10141045	1	1	492	100	#G	10141044	1	1	492	100	#G	10141043	1	1	492	100	#G	10141042	1	1	492	100	#G	10141041	1	1	492	100	#G	10141000	1	1	1	100	#G	10141500	1	1	492	100	#G	10141501	1	1	492	100	#G	10141063	1	1	492	100	#G	10141062	1	1	492	100	#G	10141061	1	1	492	100	#G	10141060	1	1	492	100	#G																																																																														
179	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30101115	1	-1	100	100		30101116	1	-1	100	100		30101117	1	-1	100	100		30101118	1	-1	100	100		30101119	1	-1	100	100		30101120	1	-1	100	100		30101121	1	-1	100	100		30101122	1	-1	100	100		30101123	1	-1	100	100		30101124	1	-1	100	100		30101125	1	-1	100	100		30101126	1	-1	100	100		30101127	1	-1	100	100		30101128	1	-1	100	100		30101129	1	-1	100	100		30101130	1	-1	100	100		30101131	1	-1	100	100		30101132	1	-1	100	100		30101133	1	-1	100	100		30101134	1	-1	100	100		30001016	1	-1	100	100		30001017	1	-1	100	100		30001018	1	-1	100	100		30002016	1	-1	100	100		30002017	1	-1	100	100		30002018	1	-1	100	100		30003021	1	-1	100	100		30003022	1	-1	100	100		30003023	1	-1	100	100																																																																																																																															
#新品上架 180 到 182																																																																																																																																																																																																																																																																																																																																				
180	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	 	38002048	1	-1	800	100	 	20310193	1	-1	50	100	 	20310185	1	-1	1000	100	 	20310185	20	-1	20000	100	 	20310186	1	-1	1000	100	 	20310186	20	-1	20000	100	 	20310187	1	-1	1000	100	 	20310187	20	-1	20000	100	 	20310189	1	-1	1000	100	 	20310189	20	-1	20000	100	 	20310190	1	-1	1000	100	 	20310190	20	-1	20000	100	 	39901012	1	-1	1000	100	 	39901012	20	-1	20000	100	 	20500003	1	-1	250	100	 	20500003	20	-1	5000	100	 	20501003	1	-1	250	100	 	20501003	20	-1	5000	100	 	20502003	1	-1	250	100	 	20502003	20	-1	5000	100	 	30509014	1	-1	80	100	 	30509014	20	-1	1600	100	 	30509011	1	-1	1253	100	 	30501167	1	-1	8	100		30501356	1	-1	8	100		30501358	1	-1	8	100		30501168	1	-1	2	100		30501355	1	-1	2	100		30501357	1	-1	2	100		40004429	1	-1	50	100	#G	40004426	1	-1	80	100	#G	30000000	1	-1	1	100	#G																																																																																																												
181	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	20800032	1	-1	30	100	#G	20800032	20	-1	600	100	#G	20800033	1	-1	100	100	#G	20800033	20	-1	2000	100	#G	38001454	1	-1	36	100	#G	20700055	1	-1	20	100	 	20700055	20	-1	400	100	 	20700063	1	-1	20	100	 	20700063	20	-1	400	100	 	31001468	20	-1	1600	100	#G	31001466	20	-1	2400	100	#G	31001469	1	-1	31	100	#G	31001465	1	-1	15	100	#G	31001475	1	-1	15	100	#G	31001475	10	-1	150	100	#G	31001476	1	-1	61	100	#G	31001476	10	-1	610	100	#G	38000396	1	-1	10	100	#G	38000397	1	-1	50	100	#G	38000398	1	-1	246	100	#G	38000399	1	-1	10	100	#G	38000400	1	-1	100	100	#G	38000401	1	-1	1000	100	#G	38000948	1	-1	33	100	#G	38000949	1	-1	166	100	#G	38000950	1	-1	1660	100	#G	38000951	1	-1	8000	100	#G	38002012	1	-1	15	100	#G	38002014	1	-1	30	100	#G	38002016	1	-1	60	100	#G	39999901	1	-1	10	100	#G	39999901	20	-1	200	100	#G	30008084	1	-1	200	100	#G	20310174	1	-1	30	100	 	20310174	20	-1	600	100	 	38000531	1	-1	210	100	 	38000528	20	-1	300	100	#G	38000529	10	-1	480	100	#G																																																																								
